,screen_name,name,verified,created_at,age,age_days,url,description,links,follower_count,avg_new_followers_per_day,favourites_count,avg_likes_last_50,avg_rt_last_50,user_mentions_last_50
0,Web3Alerts,Web3 Alpha Alerts,False,2021-12-30 05:26:38+00:00,74 days 19:56:38.568811,74,https://t.co/trhiC0MLE3,"Discover the hottest new projects before everyone else. Like HotNewCrypto, but free. DMs open for feedback. WAGMI :)",[],3604,48.7027027027027,27,1.04,0.18,"['DefiOlympiads', 'ATO_Finance', 'investcompound', 'solana', 'reachlang', 'daydreamersgif', 'DualityFi', 'curatedxyz', 'BeanstalkFarms', 'shueyinu', 'AbominationNft', 'ucblockchain', 'Algorand', 'FRWCCouncil', 'ClubLitterbox', 'insignisfinance', 'FemboyDAO', 'SmowlsNFT', 'wordcel_club', 'arbitrum', 'KlaytnMIX', 'EvmnsOrg', 'NemesisFinance', 'solana_devs', 'MonarchNfv', 'toddg777', 'AndroLibMetis', 'felixcartal', 'CoherenceFin', '0xPolygon', 'uiarchive', 'Eris_Finance', 'GeishasGardens', 'pfpidxyz', 'xcvzstake', 'enddotgame', 'michael_moodie', 'TheWizniak', 'USDB_', 'MetisStakingFi', 'hellamheim', 'CrescentHub', 'Goldensocnodes', 'METIS_GodGame', 'isthispublius', 'ChubbyFrogsNft', 'andrewjiang', 'freedom_nodes', 'starknetplanet', 'Broccoli_NFT', '0xOnline', 'topology_gg', 'CigarFinance', 'SolidityB', 'SneakerSlayers', 'MetisDAO', 'rossplaskow', 'NFTDdog', 'acovamarket', 'ValuesIndex']"
1,hotnewcrypto,"hotnewcrypto.com (😈, 😈)",False,2017-07-15 00:39:36+00:00,1704 days 00:43:40.990190,1704,https://t.co/AbzvTirelW,"Scouting the stealthiest projects for you.

The official alpha provider of your favorite alpha hunters.

Join now: https://t.co/G5bCUinLsO",['https://t.co/G5bCUinLsO'],11723,6.879694835680751,2949,2.0,61.04,"['0xBoomerDoomer', '0xSisyphus', 'ivyhsy', 'gabrielhaines', '0xtuba', 'WSB__Chairman', 'spencernoon', 'TheStalwart', 'CRE8RDAO', 'hotnewcrypto', 'LilMoonLambo', 'pmarca', 'CyphrETH', 'BAYC2745', 'defiprime', 'NourHaridy', 'FEhrsam', 'cz_binance', 'a16z', 'rektcryptofox', 'tarunchitra', 'nateliason', 'ASvanevik', 'Route2FI', 'bigdsenpai', 'andrwwang', 'thekriskay', 'josephdelong', 'BendDAO', 'transmissions11', 'dziubutkus', 'matthuang', 'paradigm', 'vinerstein', 'Darrenlautf', 'icebergy_', 'kenchangh', 'OlympusDAO', 'NN_Tradekax', '0xsat', 'AstariaXYZ', '0xrooter', 'sayinshallah', 'Not3Lau_Capital']"
2,1000xGemsKing,1000x Gems King,False,2020-01-19 07:24:14+00:00,785 days 17:59:03.447702,785,https://t.co/NcSL6O9yg6,"#1000xgem #Next100XGEMS #NFT  #100xgem  #BSC #BTC #BSCGem #Bitcoin   #Solana #Metavers #BNB #Meta #WEB3  #ETH #Gems.

Must #DYOR Before buy #Crypto  . 🔥🚀🌒",[],247311,315.04585987261146,789,4.02,3.62,"['JohnWall', 'Medi_Token', 'MemesPolygon', 'GamingFlokiBSC', 'babycheemsinu', 'metaking_nft', 'SecuredShip', 'OldGuyDavid2022', 'MemeTowers', 'Maple_block', 'garyvee', 'critter_sweet', 'AndromedaToadz', 'OWLDAOio', 'UrijahFaber', 'Pixul_', 'AdamEShelton', 'Polygon_Space1', 'RevivalDefi', 'shueyinu', 'KacOFinance', 'PolygonAlliance', 'metaTIGR', 'cryptogirlies', 'safuuprotocol', 'fastswapdex', 'Zinja_ETH', 'subshibainu', 'goodgamesguild', 'tribeonedefi', 'MetaMate_NFT', 'ultramineapy', '1000xGemsKing', 'CL_Community', 'Undeadape_nft', 'cz_binance', 'FancyBearsMeta', 'binance', 'MiamiNFTweek', '0xPolygon', 'MetAcesCasino', 'ShidenNetwork', 'Louverture_fi', 'PolygonDaily', 'MetalandDefi', 'DpadFinance', 'FL_Token', 'CatopiaToken', 'yukaichou', 'PocketPayFin', 'DEXTrendBot', 'PyramidMoney_', 'Helmet_insure', 'KongTamaToken', 'TheKevinToken', 'OctalysisGroup', 'MoonfarmFinance', 'TheDigitalDogs', 'Babyshibatoken', 'Polygonpunkscom', 'BinanceResearch', 'CatFunToken', 'revolut20', 'ThePeoples_Coin', 'kingbezostoken', 'HKUNtoken', 'Tiamonds', 'punch_club_NFT', 'OfficialUnicat', 'MetisDAO', 'ChihiroInuETH', 'TheCoffeeBlock']"
3,ElenaCryptoBaby,CryptoBaBy #NFTs,False,2021-06-28 21:34:39+00:00,259 days 03:48:38.837808,259,https://t.co/6BskwYZJSI,Hodl🔸 Potentially🔸 Promising 🔸Gems 🔸NFTs #Defi #ETH  #Bitcoin #BNB  #TRX #NFTs #Solana,[],90276,348.55598455598454,9476,16.44,28.72,"['jianghu23412094', 'GaryNonFungible', 'MindProtocol', 'CryptoHELPToken', 'KISSKISSMETA', 'gamefiboost', 'babycheemsinu', 'metaking_nft', 'elonmoonspace', 'VoxelXnetwork', 'BabyDogeCoin', 'RealFlokiCat', 'CatsRaceBSC', 'BrianSumner420', 'nekocoinbsc', 'shebatokenbsc', 'loungeloversnft', 'Bobatama', 'AirpayFinance', 'VT6688', 'Minicheebs', 'RealFlokiInu', 'Micro_tuber', 'ZillaSafuu', 'theparktoken', 'GalaxyHeroesGHC', 'ultramineapy', 'GHC_Marketer', 'htc', 'SuperKluster', 'TopGainbsc', 'GHC_Army', 'CATMuskCoin', 'CargoLinkCLX', 'MetoshiRedpanda', 'launchercoin', 'ayucharlottee', 'ForusPlatform', 'AugmentedUniver', 'Shinjirotoken', 'dxsale', 'flokieasterbsc', 'MetaKongBSC', 'UdemeWilliam1', 'ShibetoshiToken', 'CheemsInu', 'ZachBoychuk', 'HeroInfinityETH', 'ElenaCryptoBaby', 'bsc_daily', 'XBNB_Official', 'MEXC_Global', 'Nerve_flux', 'MetaHousebsc', '100XCryptoGem', 'elonmusk', 'CatFunToken', 'bitcrusharcade', 'mcbinanceBSC', 'cryptokhloe_', 'mimi_crypto73', 'BOREMON_BSC']"
4,ShitCoinBscGem,ShitCoin Bsc Gem ,False,2018-08-17 12:12:27+00:00,1305 days 13:10:51.243779,1305,https://t.co/CJPxhMrBzl,#Crypto Project & NFT Influencer → #ShitCoinBscGem #NFT #DeFi #IDO #Presale 🚀 #NFA🚨#DYOR #BNB #BSC #BscGem #Bitcoin Do Own research Before Invest 🔥 #Solana,[],215108,164.8337164750958,13167,521.7,1590.04,"['KISSKISSMETA', 'zuckerswap', 'CCNnet', 'BabyDogeCoin', 'FinanceFlying', 'NodeUp_Token', 'TheMoonCarl', 'ASTRAVERSETOKEN', 'Seyit52074894', 'BAYC2745', 'OKXNFT', 'binance', 'yield_shield', 'metarobox', 'ShitCoinBscGem', 'MEXC_Global', 'MBYToken', 'rovercrc', 'Shido_Inu', 'elonmusk', 'kevin2kelly']"
5,LaCryptoMonkey,Crypto Monkey,False,2021-11-30 12:26:59+00:00,104 days 12:56:19.717114,104,,"Will Never Dm First, Tweets are not financial advice | #BSC #CryptoMonkeyisBack 💛 = Ad",[],145441,1398.4711538461538,894,183.34,695.18,"['ShibaSafe', 'syscoin', '0xCo1e', 'BTCCGameFi', 'TheDreamChain', 'anndylian', 'BigONEexchange', 'PancakeSwap', 'LaCryptoMonkey', 'tribeonedefi', 'MetaBearKiller', 'GoCryptoMeCoin', 'cz_binance', 'binance', 'thecryptoqueenz', 'stayingpositiv', 'VoltInuOfficial', 'RimpfCryptoBaz', 'yhuke_m', 'project_euro', 'beemarkets', 'holdtoearn', 'gin_meta', 'MAXRtoken', 'NotaLaunchpad', 'spin_fi', 'Quantic_finance', 'CryptoHunter_ch', 'RocketBUSD', 'passivenodeinc1', 'BoyGeorge', 'MikeMAXRtoken', 'ApePunksDAO', 'elonmusk', 'greedygrampsnft', 'Sethn255', 'Midas_DAO']"
6,Wintexwhale,Wintex Whale 🐬,False,2014-11-24 22:56:19+00:00,2667 days 02:27:00.142184,2667,,crypto influencer. low cap #gem Finder. #DM for promotion.$memesToken #BSC gem. #ERCGem #NFTs promoter #DYOR,[],65411,24.526059242594677,1093,1.34,0.86,"['ryanthw', 'kefan404', 'CoinMan899', 'theSageDAO', 'safemoon', 'pumptopiaio', 'cryptogecko_nft', 'AxieEth', 'Mick0_NFT', 'TheOwlzCongress', 'Ssurrygpro', 'Shibtoken', 'LIFinance', 'CryptoMiningLLC', 'Meetsmeta', 'BoomstickMafia', 'tastytorres', 'ClubEmperor', 'TerminatusX', 'yfione', 'KibaGirls', 'WomenTribe_nfts', 'OfficialPearDAO', 'racingsocialnft', 'Nerd_WEB3', 'loungeloversnft', 'Bezogetothemoon', 'WeirdoGhostGang', 'Carrie4Bezoge', 'Treasure_NFT', 'papacthulu', 'JoinUptick', 'TeamBRITracing', 'bezogebabes', 'elonmusk', '0xSlawBunnies', 'AVATAR_AVAX', 'opensea', 'MyBookie', 'bezoge', '88DynastyNFT', 'HealthWorkNFT', 'Snow_punkz', 'SuperRare', 'NatChu04675146', 'shinobibunnynft', 'TigersClubNFT', '_Chenti_', 'ZomNFT', 'jpegcloudy', 'viraIer', 'MoeMoney989', 'KongTamaToken', 'flozinbtc', 'skullboii_nft', 'KamiTribe', 'KWW_NFT', 'BossCatRC', 'NFT_Tradergame', 'U_UnicornsNFT', 'UnitedApesClub', 'KibaInuWorld', 'MikeJamesBezoge', 'legendofbezogia', 'coingecko', 'DjPrestigeUk', 'Crayola_Capital', 'bezogebrothers', 'DesignResource_', 'JkayPromotes', 'SirSwifty59', 'SkeletGuys', 'SmolBrainsNFT', 'NftHighSociety', 'RocketBUSD', 'doge_loyal', 'ThePeoples_Coin', 'WarrenSapp', 'JMN_NFT', 'Kuncicoin_id']"
7,leslarmetaverse,LESLAR Metaverse,False,2022-01-21 09:34:05+00:00,52 days 15:49:14.536030,52,https://t.co/lTWBZQlEgy,"🇮🇩 Most popular NFT & Crypto Coin 🙌🏻 Created by @rizkybillar & #LestiKejora 
👇🏻LESLAR COMMUNITY",[],15598,299.96153846153845,101,251.96,89.22,"['CryptoRank_io', 'theTruckCompany', 'ALTSAVlNGS', 'CoinMarketCap', 'muchyusril21', 'coingecko', 'binance', 'ChinaPumpWXC', 'chinapumprocket', 'Cryptoscreen_en', 'leslarmetaverse', 'ThePULSE_DAO']"
8,LukaEvans_,Luka 💎,False,2010-03-06 16:16:26+00:00,4391 days 09:06:53.988573,4391,https://t.co/biG3tbYSRq,Crypto Investor |🧠| Social Media Influencer | 💎 | Send me DM | 📩 | PROMOTE | 🚀 | #BTC |#Solana | #ETH | #Metaverse | https://t.co/NATLQ70s1i,['https://t.co/NATLQ70s1i'],957930,218.1575950808472,1222,480.76,1998.16,"['OfficialPearDAO', 'LukaEvans_', 'LoganPaul', 'tommywheelart', 'jakepaul', 'OG_Ape_Club', 'DesertIslandNFT', 'kusunokitoken', 'ZoroToken', 'CowparkNFT', 'garyvee', 'The_CJ_NFT', 'Bushido_Society', 'Astarter_Pad', 'WSGToken', 'Shibnobiinu', 'ChummyFinny', 'AsraCityDAO', 'MINICAT_COIN', 'RmrkApp', 'TigerBiteToken', 'PexCoinProject', 'CertiKTech', 'DaoDoge_bsc', 'QANplatform', 'kusamanetwork', 'PrimeBunnyPBP', 'JoinUptick', 'shunlinft', 'calculuxEx', 'MetaTubeWorld', 'chaincorn', 'NinanceOfficial', 'TheDigitalDogs', 'kevinolearytv', 'Bibox365', 'SmartFinance_AI', 'rangersprotocol', 'Polkadot', 'NovaWalletApp', 'Vimpto', 'ido_meta', 'JeffBelfort_', 'punch_club_NFT', 'BoredApeYC']"
9,theCMCinspector,The CMC Inspector,False,2021-12-06 10:19:19+00:00,98 days 15:04:01.427572,98,https://t.co/iTp4a7oJfw,Discover new Crypto Currencies 5-30 minutes before listed on Coin Market Cap!  #cmc #bsc #DYOR #NFA,[],22987,234.5612244897959,32,0.38,0.04,[]
10,MrNFTexpert,NFT EXPERT Promoter 🌸,False,2010-10-27 14:15:19+00:00,4156 days 11:08:01.805987,4156,https://t.co/xZLKB3u2pJ,Crypto and #NFT Expert Promoter || Influencer | Growth Strategy | Startup’s ~ Project Launch 🧚🏻‍♀️• 📨DM FOR ENQUIRIES 🤶 #gamefi #Metaverse #P2E #MrNFTexpert,[],335567,80.74278152069297,194,669.9,1738.28,"['N3ighborsNFT', 'ArchanNair', 'ViceRatCity', 'midnightrayx', 'bookmakers_nft', 'FOMOTheGameShow', 'xbibimbap__', 'ExLabsCo', 'Nomadgal9', 'harutoong', 'variendarkgirl', 'wjnterrr', 'ArnoldOrtmann', 'HYUKSH0P', 'garyvee', 'syndicate_nfts', 'ttrnft', 'marilynmonroeji', 'lionkingmindset', 'Jengnala', 'erlysky', 'winmarkocan', 'nftcontrast', 'hanemiya55', 'vvcityx', 'silomaretbigwin', 'VERSONANFT', 'JMCITY25', 'AnmsNft', 'urbanapesociety', 'bbearbigwin', 'platonunis', 'wwintersnows', 'KOAnft', 'MrNFTexpert', 'FungaNFT', 'rocky_robotics', 'nuyypastibigwin', 'NlabsDAO', 'prdscityx', 'ahmedabd7513284', 'Ryzoll18_', 'footballpunks', 'inkidsnft', 'NFTUndrGround', 'Maretwinners', 'SuperGiantsnft', 'WrappedHotels', 'Juls_722', 'TheSandboxGame', 'aya474003', 'olaaafwon', 'EtTaskinen', 'frahm_art', 'formingajuan', 'winkaget', 'jjaemyay', 'Letmewinpo', 'WispersNFT', 'KyutieLe', 'Nswapcom', 'MetaRaccoon', 'N3twrkNFT', 'jaehyun_winss', 'only_one_tom', 'RoboFiClub', 'arivwin', 'Nurlaelaputri10', 'metasavagesnft', 'alulasky', 'punch_club_NFT', 'UntamedSoulsnft']"
11,Cryptogemsguru,Crypto Gems Guru 💎,False,2021-05-16 13:03:48+00:00,302 days 12:19:33.308269,302,https://t.co/ghOqfSosVL,#CRYPTO & #NFT PROMOTER | DM US FOR SHILL 💌 | TG-Cryptogemsguru | DYOR BEFORE INVESTMENTS 😊 $EQUITY #Altcoinhunter,[],73779,244.30132450331126,4085,159.02,759.22,"['equitycoinbsc', 'AirpayFinance', 'GoldenBrosNM', 'Cryptogemsguru', 'CoinFastAlert', 'AkinoInuGlobal', 'SchnitzelInu', 'ELOC_bsc', 'holdtoearn', 'MusicBearAwards', 'TheMoonCarl', 'CryptoBabyFil', 'busd_meta', 'GrogutamaToken', 'punch_club_NFT', 'BitcoinMagazine']"
12,cryptogems555,Crypto GEMs 📈🚀,False,2015-12-13 19:19:47+00:00,2283 days 06:03:34.764297,2283,https://t.co/G4S8tzRRfP,#Bitcoin #Eth #BSC #Solana #AVAX #FTM #CryptoMarkets #Defi #NFTs #Memes Not financial advice. DYOR. Join The Millionaires Club 👉👉 https://t.co/G4S8tzRRfP,['https://t.co/G4S8tzRRfP'],322979,141.4713096802453,37481,13.26,73.58,"['BTC_Archive', 'BulbFi', 'Edenluucas1', 'TheMoonCarl', 'ShiBurnETH', 'BabyDogeGem', 'anndylian', 'AltCryptoGems', 'TheCryptoLark', 'InuKishu', 'Gemx10000', 'binance', 'PiElonToken', '1goonrich', 'FEGtoken', 'BabyDogeFrance', '0xRadar', 'cryptogems555', 'PeterSchiff', 'WatcherGuru', 'APompliano', 'CryptoGareth369', 'nylo44', 'CryptoWhaleinfo', 'martypartymusic', 'CheemsInu', 'TheAltcoinHub', 'AltcoinDailyio', 'trensetter83', 'BabyDogeReports', 'rovercrc', 'MartiniGuyYT', 'luniverseworld', 'davidgokhshtein', 'lambosoonexpert', 'MattWallace888', 'coinbase', 'intocryptoverse']"
13,CryptoGems001,Crypto GigaChad™ 📈🚀,False,2010-12-23 14:08:56+00:00,4099 days 11:14:26.139296,4099,,An Alpha with a Big brain 🧠| 100x Gem & #SAFU Gems Hunter💎 #CryptoShiller👑| #NFTS🚀| #Metaverse📈| DM for Promo📩 #BNB #ETH #AVAX $FTM $NEAR #BSC,[],221405,54.014393754574286,725,145.62,99.38,"['Eterna_Hybrid', 'Eljaboom', 'tommywheelart', 'UpDeFiUp', 'elonmoonspace', 'CoinMarketCap', 'RealFlokiCat', 'p2pb2b', 'nekocoinbsc', 'AAptitudeToken', 'PancakeSwap', 'ConnectorCoin', 'ApeFundOfficial', 'thewastedlands', 'funkyfrens', 'PMSHRIMPTOKEN', 'goodgamesguild', 'coingecko', 'gamer_apes', 'TopGainbsc', 'PexCoinProject', 'Crypto_Sisters', 'unfetteredgame', 'JungleKingsNFT', 'hexalfinance', 'MMFcrypto', '_Simpverse_', 'MeM_Ethereum', 'elonmoongame', 'AccelDefi', 'popmachinelabs', 'elonmusk', 'GenericHeroes', 'CryptoGems001', 'BlazedBearsNFT', 'Euronin_io', 'freedomcvoy']"
14,AltGemHunter,🚀 Altcoin Gems 💎,False,2021-02-13 17:07:23+00:00,394 days 08:15:59.594255,394,https://t.co/p1IGaqyhxw,Crypto Gem Hunter & Promoter 🏆 | DM for SHILL/PROMO Enquiries📈💰NO FINANCIAL ADVICES - DYOR! Investor in $BNB $BTC $AVAX $ETH $SOL $FTM #NFTs,[],150929,383.06852791878174,2910,148.24,120.46,"['MindProtocol', 'meta_ecosystem', 'MedabotsWorld', 'koistarter', 'KISSKISSMETA', 'elonmoonspace', 'metaking_nft', 'ShibaSafe', 'CatsRaceBSC', 'FinanceFlying', 'MemeTowers', 'ShibVetToken', 'MilkywayExGB', 'DaoStarter', 'ChildrenDao', 'XMANNAOfficial', 'FEGexchange', 'Zinja_ETH', 'theparktoken', 'tribeonedefi', 'Metalaunch_io', 'DjPrestigeUk', 'MeMaToken', 'Token_Traxx', '1goonrich', 'CargoLinkCLX', 'DpadFinance', 'metalandz', 'BodaToken', 'techrate', 'sharkraceclub', 'oracula_io', 'LunaPadOfficial', 'KarusStarter', 'Tomcoin_bsc', 'Kuncicoin_id']"
15,gem_cmc,Altcoins $100x #BSCGem #ERCGem🐶🐻$Gem100x🎄🎅,False,2020-04-11 17:08:27+00:00,702 days 08:14:55.984647,702,https://t.co/Ua4u9XLkXM,Crypto currency trading & business expert💎legit crypto promoter #DM for promo for business #meme tokens #bscgem #ercgem #nft tokens #trx #dyor #NFA #gems #BSC,[],63662,90.68660968660969,1079,7.26,7.02,"['FreshCalls2022', 'socialdaoapp', 'TalentCoin21', 'GalaxyBUSD', 'Euronin_io', 'p2pb2b', 'StrongNodeEdge', 'CoolmanUniverse', 'BudRante', 'simpaaalaya', 'avalancheavax', 'Bushido_Society', 'AirpayFinance', 'BemilGame', 'nolimitape_eth', 'ItsDannyTDJ', 'Micro_tuber', 'puli_inu', 'PiElonToken', 'shib_vinci', 'binance', 'KongzillaERC20', 'bunnycoinbsc', 'ClashofShiba', 'GodzYachtClub', 'VolcanoTokenBSC', 'SafemoonWarrior', 'LAUNCH', 'OrbitLaunchM31', 'FL_Token', 'WatcherGuru', 'enjinstarter', 'MetaPilote', 'HeroesChained', 'telospunks', 'SafuuSuper', 'kkoncrypto', 'DelCrxpto', 'TeddyDawgHood', 'CatPepeToken', 'TheOxSquadNFT', 'LotsGaming', 'Jurassic_Crypto', 'celestialsclub', 'shibabetscasino', 'MEXC_Global', 'ChateauCryptoVC', 'NutGainOfficial', 'shieldprotocol1', 'scrooge_coin', 'yfione', 'pitlover5', 'AVATAR_AVAX', 'pvtlocker', 'MyBookieMMA', 'MandaKongETH']"
16,bscgems_news,BSC Gems | BNB Chain Gems | #BSC,False,2021-04-06 02:35:23+00:00,342 days 22:48:00.378953,342,https://t.co/Uxe3PxSZSz,"Update the latest BSC Gems news. DYOR! #BSC #BSCGems

Telegram discuss: https://t.co/RCkZeiFdWu

Contact @kevin_bscgems to AMA with our community.",['https://t.co/RCkZeiFdWu'],28935,84.60526315789474,31,11.08,6586.28,"['realtikitoken', 'SynergyLandGame', 'Samurai_Battle', 'tribe_land', 'Coin98Analytics', 'PancakeSwap', 'Bybit_Official', 'clear_dao', 'MyDeFiPet', 'binance', 'ZukiMoba', 'MonsterGalaxy21', 'quizarenaio', 'HelloShopNEXT', 'influencerpoker', 'cryptowave93', 'vegan_niki', 'MoonDogeswap', 'bscgems_news', 'fightoftheages', 'Nova62590178']"
17,BSCGemAlert,💎 BSC Gem Alert 💎,False,2014-07-17 16:36:09+00:00,2797 days 08:47:14.803231,2797,,#BSCGemAlert  Only calling out 100xSafu Gems💎| taking #BSCGem & #ERC to ATH|#DYOR🧐 #BSCGemAlert  #BSC  #BSCGems,[],38584,13.794780121558812,1083,256.08,109.26,"['dogecoin', 'kasta_app', 'Ripple', 'BabyDogeCoin', 'flokieasterbsc', 'BSCGemsAlert', 'BSCGemAlert', '_BabydogeArmy', 'Shibtoken', 'PingoInu', 'binance', 'SECGov', 'CheemsInu', 'Crypto_Sisters']"
18,BSCGemsAlert,🚨BSC Gems Alert🚨,False,2014-04-02 19:34:44+00:00,2903 days 05:48:40.226873,2903,,BSC Gems Hunter & Promoter 🏆 | DM us for SHILL/PROMO📈 | 💰NO FINANCIAL ADVISOR - DYOR! | #BSCGemsAlert  #DYOR  #BSCGem #BSCGems  #BSC  |,[],78701,27.110230795728558,6577,77.64,94.12,"['ukrainiancoin', 'Paysol3', 'TheDOIcoin', 'Tse10B', 'floki_metaverse', 'Metablastgames', 'SoyKingBSC', 'bitcoin_queen_', 'WealthProtocol', 'ChinaPumpWXC', 'METAPLANETBSC', 'thugturtlenft', 'BabyWhaleOF', 'Doganwarol', 'cz_binance', 'CryptoNFTGalaxy', 'binance', 'Roshana77467075', 'CATMuskCoin', 'VirtusFinance', 'mintaverze', 'biospheresystem', 'seeza_io', 'iam_somusuresh', 'pinkecosystem', 'bscRedbull', 'GreenCat_Bsc', 'Mohamad81440902', 'town_pin', 'CallMeBySWZ', 'Aras2KRG', 'Catcoinbsc', 'inmecoin', 'PiterPa62757912', 'ZombermanToken', 'cubic_finance', 'BSCGemsAlert', 'MJustiz1', 'Ale_c_botelho']"
19,BSCGemsx100,BSC Gems X100 🚀,False,2013-05-14 14:54:06+00:00,3226 days 10:29:18.618554,3226,,Share All About Gems On BSC #BSC #BSCGEMS #100xgem,[],45564,14.123992560446373,1458,80.52,41.78,"['Kuncicoin_id', 'BSCGemsx100', 'CoinMarketCap', 'BSCGemsAlert', 'MemeTowers', 'PingoInu', 'binance', 'DiveWallet', 'CheemsInu', 'Crypto_Sisters']"
20,Bsc100x_gems,BSC 100X GEMS🚀,False,2020-12-03 13:47:40+00:00,466 days 11:35:45.012214,466,https://t.co/koeyxclGAH,"Crypto Promoter

Private Sale, ICO, IDO investor.Ape

💰Lowcap PAN-UNI Gem hunter💎

➡️DM for enquiries

TG: https://t.co/koeyxclGAH

NO FINANCIAL ADVICE. DYOR ALWAYS.",['https://t.co/koeyxclGAH'],114645,246.01931330472104,5441,117.98,315.2,"['meta_ecosystem', 'koistarter', 'basketball_dao', 'web3lands', 'MilkywayExGB', 'Belon_io', 'DaoStarter', 'VitalikButerin', 'Gummy_Bull', 'StiltonMusk', 'GloryDogeCoin', 'Metalaunch_io', 'cz_binance', 'kryxivia', 'TigersClubNFT', 'CreatStep', 'yooshi_official', 'InfinityParking', 'DogeWofficial', 'cryptomedatech', 'Dennis_Porter_', 'creo_engine', 'alanknit', 'TeamShikoInu', 'LunaPadOfficial', 'ape_swap', 'KarusStarter', 'babyapx9']"
21,BscGemSniper,🔶Bsc Gems SNIPER 🔶,False,2010-05-27 11:17:17+00:00,4309 days 14:06:08.420411,4309,,BSC Gems Sniper  & Promoter 🏆 | DM us for SHILL/PROMO📈 |  DYOR! | #DYOR #BSCGem #BSCGems  #BSC,[],54725,12.700162450684614,3290,63.76,39.1,"['RichQuack', 'Kuncicoin_id', 'metaroidnft', 'BSCGemsAlert', 'BscGemSniper', 'MemeTowers', 'pvtlocker', 'PingoInu', 'binance', 'CheemsInu', 'Crypto_Sisters']"
22,wizai777,"wiz.ai⁷⁷⁷(🧵,🧵)",False,2021-07-10 01:14:42+00:00,248 days 00:08:43.811213,248,,the future of finance,[],15097,60.875,18456,7.88,0.64,"['wizai777', 'cryptowhelp', 'justegg', 'findurincrement', 'ginacrabbaby', 'TraderMercury', 'WaveCharts', 'RsrFren', 'Aqua174', 'ModernSociety33', 'bananaguymike81', 'jesseharvey61', '0xBorderless', 'CarniClemenza', 'nutrition_facts', 'MycroftDAO', 'MatthijsDeVries', 'YouTube', 'cobie', 'toquitistolose', 'StinkyCubert', 'SBakerMD', 'amber_ghaddar', 'fragxrr', 'CarnivoreMD', 'Mark_Sisson', 'AjajaRachid', 'triviumwarrior', 'seekingthrough', 'Lily33833968', 'gobirds20171', 'onetooearly', 'WolfBritton', 'Dcrypto25', 'ItTakesElevenBD', 'FourthIR', 'Turnmemads', 'MMERR0314', 'oatly', 'BeyondMeat', 'allianceblock']"
23,TRexNite,T-Rex 🦖| Crypto,False,2009-11-25 23:32:40+00:00,4492 days 01:50:46.235199,4492,,#TRexNite 🦖| Crypto & Social Media Marketing Advisor | Crypto Promoter & Investor | Gem Hunter | NFA / DYOR | #Btc #Eth #Bnb #Tel $Dome,[],641594,142.83036509349955,112,362.12,2561.42,"['riego2win', 'ngepet_bigwin', 'queenbiancaslee', 'sillynaeun', 'akane365_com', 'kaiqar', 'kimtaegung', 'MetaMansionsNFT', 'nathanbigwin', 'mojogalaxynft', 'ritestream_nft', 'redwinstraw_', 'Bushido_Society', 'FratApesParty', 'PromoWinners', 'Redrose_195', 'jeffreyforwins', 'ComKingsNFT', 'BLOCWARS', 'Boar_War_NFT', 'cehlos', 'QueenBigwin_', 'VirgoGive', 'Yoshi59196267', 'TFG_NFTS', 'betfury_gaming', 'MetaRichKids', 'summysufeglorya', 'HyngBigwin2', 'iCiervoKing', 'chaincorn', '0xBigwins_win', 'ywchibal', 'CiervoPrizes', 'fputinofficial', 'RealMoneyApe', 'TRexNite', 'TRexxNite', 'WzFilmStudios', 'JumboSafuu', 'fratboysnft', 'jesusglis', 'drcharlesss', 'IcecreamFinance', 'SavvySocialNFT', 'MoonXBT_Global']"
24,sipvalen,sipsip🐻,False,2020-09-09 15:27:17+00:00,551 days 09:56:09.613357,551,,"♡̵·˚ social media, NFT, and crypto promoter | DM for sponsor 📩 vouch : #sipsipgift 🤜🤛",[],36490,66.22504537205081,10209,72.1,188.34,"['lavicityx', 'kinalatte', 'topless10_', 'sya_bigwin04', 'flywithcoco__', 'rnjunchnle', 'Sunny_gifts', 'rival_fortune', 'sipclaims', 'rpyy22', 'jenoawokawok', 'GuinyPromotes', 'ShanayaPromotes', 'jaeminandd', 'jaerapa_', 'zkicyn', 'ayangbigwin', 'larrayaraa', 'sipvalen', 'hourlyaliaa', 'yoshi975', 'kezce']"
25,bunniefied,bunnie 🐇,False,2015-10-31 15:00:49+00:00,2326 days 10:22:38.057867,2326,https://t.co/sqRzt9aMOb,promoter 📈 | vouches : #fambun × #bunniefied | alt : @bunnyyeonn ♡,[],161444,69.40842648323301,4342,99.68,635.42,"['sillynaeun', 'edssy_win', 'LBank_Exchange', 'The77Casino', 'luckyyymidzy19', 'tk_lrn', 'AirdropPharaoh', 'aishshwis', 'RochiCryptonic', 'kyuwinz', 'OfficialAnfs', 'Bigwins_Inmarch', 'nftcryptogems', 'ReginaColucci', 'kawiboo_', 'winterprems80', 'CplayNetwork', 'PlasmaCrypto', 'cryptoarthur92', 'bunnyyeonn', 'GiveAwayMissy', 'missuwincity', 'bunniefied', 'woonjay19', 'fahdbigwin2022', 'GreenEarthMoon_', 'hernanlafalce', 'CRYPT0DIAMOND']"
